id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_24h_in_currency,date,change_symbol
bitcoin-cash-sv,bsv,Bitcoin SV,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,25.88,515081840,166,515082325,11183616.0,26.11,25.04,2.57206,2.57206,12881444.0,2.565,19901200.0,19901218.75,21000000.0,489.75,-94.7142,2021-04-16T17:09:04.630Z,21.43,20.77187,2023-06-10T04:32:12.266Z,,2025-08-03T19:09:11.402Z,2.5720578297882954,03-08-2025,UP
binance-peg-dogecoin,doge,Binance-Peg Dogecoin,https://coin-images.coingecko.com/coins/images/15768/large/dogecoin.png?1696515392,0.198715,510194557,167,510194557,1984907.0,0.199747,0.189973,4.27992,4.27992,21598187.0,4.42046,2564000000.0,2564000000.0,,0.480585,-58.58937,2024-12-08T04:37:38.676Z,0.04955727,301.58212,2022-06-18T20:56:27.223Z,,2025-08-03T19:09:11.377Z,4.279922905138908,03-08-2025,UP
chain-2,xcn,Onyxcoin,https://coin-images.coingecko.com/coins/images/24210/large/onyxlogo.jpg?1696523397,0.01463027,506505344,168,709960202,17370586.0,0.01474133,0.01381428,5.87033,5.87033,29368336.0,6.15512,34531640779.4427,48402432408.48609,48402432408.48609,0.184139,-92.02491,2022-05-27T11:45:24.820Z,0.0007055,1981.53525,2023-10-11T20:12:02.910Z,,2025-08-03T19:09:11.927Z,5.870333571858023,03-08-2025,UP
syrup,syrup,Maple Finance,https://coin-images.coingecko.com/coins/images/51232/large/_syrup_token_logo.png?1747292046,0.420578,501201733,169,503657221,60746378.0,0.418857,0.386504,8.81607,8.81607,39254136.0,8.49753,1194423984.1163807,1200275708.54902,,0.653229,-35.64564,2025-06-25T14:15:45.145Z,0.085229,393.23626,2025-04-07T07:46:35.793Z,,2025-08-03T19:09:08.064Z,8.816067709502471,03-08-2025,UP
build-on,b,BUILDon,https://coin-images.coingecko.com/coins/images/55974/large/T7asvmCb_400x400.jpg?1747902862,0.495581,494994967,170,494994967,23666991.0,0.499261,0.472049,3.66093,3.66093,16561002.0,3.4615,1000000000.0,1000000000.0,1000000000.0,0.609597,-18.74286,2025-07-13T02:35:24.090Z,0.175498,182.24934,2025-05-23T11:15:45.539Z,,2025-08-03T19:09:11.722Z,3.660931726339901,03-08-2025,UP
coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,3850.31,494555563,171,1437508968,12151190.0,3862.54,3707.59,3.22802,3.22802,13291122.0,2.76171,128440.5519493434,373334.0782232124,,4434.57,-13.1633,2024-12-16T18:55:35.938Z,1036.96,271.3594,2022-11-09T23:45:43.665Z,,2025-08-03T19:09:12.137Z,3.228015660470306,03-08-2025,UP
true-usd,tusd,TrueUSD,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,0.997354,492727762,172,492727762,19718921.0,0.998498,0.994596,-0.07783,-0.07783,-44201.09521788359,-0.00897,494515083.0,494515083.0,,1.62,-38.43055,2018-08-26T20:41:09.375Z,0.88355,12.78473,2020-03-12T10:47:51.380Z,,2025-08-03T19:09:17.041Z,-0.0778297544783594,03-08-2025,DOWN
telcoin,tel,Telcoin,https://coin-images.coingecko.com/coins/images/1899/large/tel.png?1696502892,0.00518935,480168340,174,518667838,2379437.0,0.00526829,0.00464738,11.05242,11.05242,47565535.0,10.9952,92577234366.71,100000000000.0,100000000000.0,0.064483,-91.9605,2021-05-11T00:32:24.043Z,6.474e-05,7908.0126,2020-03-13T02:24:47.992Z,"{'times': 4.189352098276624, 'currency': 'usd', 'percentage': 418.9352098276624}",2025-08-03T19:09:12.318Z,11.05241561000263,03-08-2025,UP
coredaoorg,core,Core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,0.476455,480003422,173,1000958689,11726788.0,0.478295,0.456324,4.41173,4.41173,21893459.0,4.77908,1007041747.090528,2100000000.0,2100000000.0,6.14,-92.23812,2023-02-08T12:55:39.828Z,0.334237,42.67154,2023-11-03T01:20:55.441Z,,2025-08-03T19:09:12.194Z,4.4117260109802885,03-08-2025,UP
apenft,nft,APENFT,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,4.71637e-07,466957600,175,471619281,9599418.0,4.72662e-07,4.7059e-07,0.18977,0.18977,-816054.9885680676,-0.17446,990105682877398.0,999990000000000.0,999990000000000.0,7.53e-06,-93.73621,2021-09-05T00:10:47.823Z,2.98737e-07,57.88681,2023-06-10T04:30:05.717Z,,2025-08-03T19:09:10.769Z,0.18976643035794877,03-08-2025,UP
mog-coin,mog,Mog Coin,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,1.19e-06,465242563,176,465242563,20561711.0,1.21e-06,1.12e-06,6.66306,6.66306,29080377.0,6.66733,390567524379062.56,390567524379062.56,420690000000000.0,4.02e-06,-70.32803,2024-12-07T03:55:46.658Z,4.526e-09,26229.57608,2023-07-24T17:10:57.805Z,,2025-08-03T19:09:05.801Z,6.6630558010594,03-08-2025,UP
sweth,sweth,Swell Ethereum,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,3826.69,464271686,177,464284631,94704.0,3840.28,3694.94,3.3323,3.3323,14407586.0,3.20265,121323.095741077,121326.478319651,,4395.57,-12.88531,2024-12-16T18:45:57.408Z,1516.13,152.56407,2025-04-09T01:31:40.463Z,,2025-08-03T19:09:07.703Z,3.332298675876029,03-08-2025,UP
rekt-4,rekt,Rekt,https://coin-images.coingecko.com/coins/images/51727/large/rektcion_trans_200px.png?1731910587,1.1e-06,464249477,178,464249477,6186669.0,1.15e-06,1e-06,9.15725,9.15725,37295176.0,8.73517,420690000000000.0,420690000000000.0,420690000000000.0,1.19e-06,-7.448,2025-07-27T12:14:32.656Z,3.1106e-08,3446.2676,2025-03-13T18:02:06.181Z,,2025-08-03T19:09:06.711Z,9.157247397728973,03-08-2025,UP
zebec-network,zbcn,Zebec Network,https://coin-images.coingecko.com/coins/images/37052/large/zbcn.jpeg?1713168241,0.00525414,453690241,179,525664673,27003559.0,0.0053273,0.0046951,11.90695,11.90695,48528692.0,11.97762,86306925195.57034,99998848392.97586,100000000000.0,0.00700261,-24.94199,2025-05-30T03:20:44.650Z,0.00069854,652.42926,2024-08-05T13:31:51.088Z,,2025-08-03T19:09:09.199Z,11.906953430271622,03-08-2025,UP
thorchain,rune,THORChain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,1.28,450783645,180,545783498,66951389.0,1.28,1.23,4.32485,4.32485,18235463.0,4.21582,351406362.0,425463070.0,500000000.0,20.87,-93.85159,2021-05-19T00:30:09.436Z,0.00851264,14971.97939,2019-09-28T00:00:00.000Z,"{'times': 32.75249512040337, 'currency': 'usd', 'percentage': 3275.249512040337}",2025-08-03T19:09:08.748Z,4.324847062464053,03-08-2025,UP
savings-dai,sdai,Savings Dai,https://coin-images.coingecko.com/coins/images/32254/large/sdai.png?1697015278,1.16,449842399,181,449842399,30058285.0,1.16,1.16,-0.03027,-0.03027,5318248.0,1.19639,386540085.3647803,386540085.3647803,,1.27,-8.74439,2025-01-29T17:37:21.606Z,0.186576,523.51419,2023-11-10T20:10:32.383Z,,2025-08-03T19:09:11.307Z,-0.03026774759712309,03-08-2025,DOWN
starknet,strk,Starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,0.115893,444872474,182,1159825443,18678739.0,0.115977,0.109023,6.30168,6.30168,27709688.0,6.64242,3835684730.348971,10000000000.0,10000000000.0,4.41,-97.37175,2024-02-20T12:05:13.556Z,0.097027,19.55589,2025-06-22T20:21:37.039Z,,2025-08-03T19:09:07.848Z,6.301681941271154,03-08-2025,UP
apecoin,ape,ApeCoin,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,0.555715,444581281,183,556105105,21896096.0,0.558885,0.529721,4.90727,4.90727,21625388.0,5.11292,799455492.0,1000000000.0,1000000000.0,26.7,-97.91711,2022-04-28T21:44:21.164Z,0.354833,56.71217,2025-04-07T06:55:35.578Z,,2025-08-03T19:09:10.913Z,4.907266354327835,03-08-2025,UP
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),https://coin-images.coingecko.com/coins/images/35012/large/ustb.jpeg?1707102680,10.77,441828425,184,441828425,0.0,10.77,10.77,0.0,0.0,-2735010.668609619,-0.61521,41028966.381022,41028966.381022,,10.77,0.0,2025-08-01T13:20:04.609Z,10.29,4.64436,2025-02-26T09:55:09.261Z,,2025-08-03T19:05:07.036Z,0.0,03-08-2025,DOWN
reserve-rights-token,rsr,Reserve Rights,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,0.00747839,441158891,185,749207567,19093663.0,0.00761384,0.0070459,6.13819,6.13819,27374825.0,6.61573,58883400352.0,100000000000.0,100000000000.0,0.117424,-93.61049,2021-04-16T17:45:02.062Z,0.00121354,518.25536,2020-03-16T11:09:08.151Z,"{'times': 5.798533122767908, 'currency': 'usd', 'percentage': 579.8533122767908}",2025-08-03T19:09:07.046Z,6.138192137111923,03-08-2025,UP
mantle-bridged-usdt-mantle,usdt,Mantle Bridged USDT (Mantle),https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,0.997864,428709609,187,428709609,3092275.0,1.004,0.995483,-0.35505,-0.35505,11155778.0,2.6717,429309520.077991,429309520.077991,,1.26,-21.10175,2024-03-27T05:23:28.006Z,0.869914,14.72882,2024-03-15T09:13:18.491Z,,2025-08-03T19:09:05.442Z,-0.35504891272136657,03-08-2025,DOWN
kava,kava,Kava,https://coin-images.coingecko.com/coins/images/9761/large/kava.png?1696509822,0.390461,422607104,188,422607104,8135238.0,0.39226,0.382463,1.81052,1.81052,8422563.0,2.03353,1082853140.0,1082853140.0,,9.12,-95.72207,2021-08-30T11:10:02.948Z,0.247359,57.72925,2024-08-05T06:27:34.050Z,,2025-08-03T19:09:13.808Z,1.8105225595804124,03-08-2025,UP
keeta,kta,Keeta,https://coin-images.coingecko.com/coins/images/54723/large/2025-03-05_22.53.06.jpg?1741234207,1.044,422367595,191,1040101951,9845513.0,1.055,0.907341,15.04686,15.04686,55852783.0,15.23889,406082879.1212256,1000000000.0,1000000000.0,1.68,-38.0048,2025-06-09T08:25:28.951Z,0.0068199,15187.55324,2025-03-08T15:56:27.362Z,,2025-08-03T19:09:13.844Z,15.046861567477643,03-08-2025,UP
compound-governance-token,comp,Compound,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,44.91,422064271,189,449180922,34992384.0,44.99,43.44,3.37999,3.37999,14761323.0,3.62416,9396308.94097584,10000000.0,10000000.0,910.54,-95.06595,2021-05-12T02:29:08.794Z,25.74,74.53792,2023-06-10T16:15:05.289Z,,2025-08-03T19:09:12.878Z,3.3799866403688754,03-08-2025,UP
ether-fi,ethfi,Ether.fi,https://coin-images.coingecko.com/coins/images/35958/large/etherfi.jpeg?1710254562,0.999938,421089968,190,1000422886,71682457.0,1.008,0.912388,9.59569,9.59569,38227235.0,9.98458,420911970.0,1000000000.0,1000000000.0,8.53,-88.2714,2024-03-27T23:14:46.721Z,0.40432,147.4082,2025-04-07T06:55:38.982Z,,2025-08-03T19:09:12.763Z,9.595688641217244,03-08-2025,UP
arweave,ar,Arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,6.42,420446473,192,420446473,18477270.0,6.44,6.1,5.23449,5.23449,21471871.0,5.38176,65454185.5381511,65454185.5381511,66000000.0,89.24,-92.80477,2021-11-05T04:14:42.689Z,0.298788,2048.90655,2020-01-31T06:47:36.543Z,"{'times': 7.680617042104037, 'currency': 'usd', 'percentage': 768.0617042104038}",2025-08-03T19:09:10.911Z,5.234492507451329,03-08-2025,UP
tokenize-xchange,tkx,Tokenize Xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,5.25,419952571,186,524966977,483429.0,5.38,5.15,-1.01731,-1.01731,-6323102.118574321,-1.48334,79995997.76037452,100000000.0,100000000.0,50.43,-89.33748,2025-01-03T19:12:43.038Z,0.111255,4733.28025,2019-04-28T00:00:00.000Z,"{'times': 17.07115239786192, 'currency': 'usd', 'percentage': 1707.115239786192}",2025-08-03T19:09:07.942Z,-1.0173096522019747,03-08-2025,DOWN
trip,trip,Trip,https://coin-images.coingecko.com/coins/images/54717/large/IMG-20250120-184423-846.png?1741186152,14.13,416953993,193,1385135298,12305.35,14.16,13.62,3.7437,3.7437,15038912.0,3.74181,29500000.0,98000000.0,100000000.0,14.29,-1.10712,2025-07-29T06:06:21.785Z,4.92,187.1057,2025-04-24T12:51:52.997Z,,2025-08-03T19:09:08.011Z,3.7436970811504224,03-08-2025,UP
frax-ether,frxeth,Frax Ether,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,3476.2,415919063,194,415919063,779958.0,3479.13,3380.39,1.99452,1.99452,7459896.0,1.82635,119803.47605957,119803.47605957,,4084.25,-14.96583,2024-12-06T20:43:31.342Z,1137.25,205.38709,2022-11-23T02:25:33.267Z,,2025-08-03T19:09:12.903Z,1.9945210796626165,03-08-2025,UP
dydx-chain,dydx,dYdX,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,0.544818,413278899,195,522688761,8830887.0,0.547008,0.522506,4.27028,4.27028,17358158.0,4.38425,757741252.2109675,958342751.0,1000000000.0,4.52,-87.9334,2024-03-07T22:19:11.131Z,0.418236,30.3683,2025-06-22T20:22:23.718Z,,2025-08-03T19:09:12.376Z,4.270283627347941,03-08-2025,UP
hashnote-usyc,usyc,Circle USYC,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,1.095,411044918,196,411044918,2.19,,,0.0,,,,375525781.512949,375525781.512949,,1.12,-1.99101,2025-03-04T19:26:50.778Z,1.026,6.67402,2024-12-05T22:31:20.475Z,,2025-08-01T19:10:58.390Z,,03-08-2025,DOWN
neo,neo,NEO,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,5.82,410975580,197,582696129,15259520.0,5.85,5.58,4.33976,4.33976,18395420.0,4.68577,70530000.0,100000000.0,,198.38,-97.06432,2018-01-15T00:00:00.000Z,0.078349,7333.17457,2016-10-21T00:00:00.000Z,"{'times': 160.74145664669683, 'currency': 'usd', 'percentage': 16074.145664669682}",2025-08-03T19:09:05.987Z,4.3397620552673235,03-08-2025,UP
sun-token,sun,Sun Token,https://coin-images.coingecko.com/coins/images/12424/large/RSFOmQ.png?1696512245,0.02124467,406895717,198,422744355,20517635.0,0.02130847,0.02089513,1.67283,1.67283,6688308.0,1.67121,19154653906.86329,19900730000.0,,66.45,-99.96806,2020-09-11T03:18:35.837Z,0.00462303,359.0283,2022-11-14T04:45:13.210Z,,2025-08-03T19:09:07.766Z,1.6728315998009697,03-08-2025,UP
dexe,dexe,DeXe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,7.11,405883642,199,685937814,4027756.0,7.11,6.81,2.0234,2.0234,8068366.0,2.02817,57103774.56313077,96504599.33609451,,32.38,-78.06447,2021-03-08T13:29:57.935Z,0.671563,957.67153,2020-11-06T19:31:40.144Z,,2025-08-03T19:09:12.531Z,2.0233978964496293,03-08-2025,UP
elrond-erd-2,egld,MultiversX,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,14.21,404832648,200,404832648,12024434.0,14.26,13.5,5.2271,5.2271,20194563.0,5.25028,28502418.0,28502418.0,31415926.0,545.64,-97.39675,2021-11-23T10:33:26.737Z,6.51,118.30493,2020-10-07T01:44:53.554Z,,2025-08-03T19:09:12.836Z,5.227099901578313,03-08-2025,UP
usdb,usdb,USDB,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,0.995821,404351953,201,404351953,805990.0,1.015,0.988665,-0.22783,-0.22783,701994.0,0.17391,406046631.5607005,406046631.5607005,,1.088,-8.47695,2025-03-02T16:57:39.891Z,0.882623,12.82574,2025-04-07T06:57:31.689Z,,2025-08-03T19:09:08.736Z,-0.2278332092148452,03-08-2025,DOWN
polygon-pos-bridged-weth-polygon-pos,weth,Polygon PoS Bridged WETH (Polygon POS),https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,3490.67,404117150,202,404117150,11513574.0,3507.52,3372.08,3.28655,3.28655,13019741.0,3.32903,115643.0766664241,115643.0766664241,,4090.99,-14.66741,2024-12-16T18:57:35.001Z,1390.73,151.01543,2025-04-09T01:31:27.335Z,,2025-08-03T19:09:06.948Z,3.286549090069598,03-08-2025,UP
aioz-network,aioz,AIOZ Network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,0.339189,403326046,203,405681513,7722310.0,0.340372,0.313637,8.02224,8.02224,31075058.0,8.34788,1186879247.938094,1193810749.530942,,2.65,-87.16194,2021-04-03T11:55:34.211Z,0.01099588,2995.01601,2023-09-13T19:20:42.446Z,,2025-08-03T19:09:11.597Z,8.02223809818183,03-08-2025,UP
polygon-pos-bridged-dai-polygon-pos,dai,Polygon PoS Bridged DAI (Polygon POS),https://coin-images.coingecko.com/coins/images/39787/large/dai.png?1724110678,0.999913,402749607,204,402749607,47244145.0,1.004,0.996132,0.02142,0.02142,1742044.0,0.43442,402783865.325082,402783865.325082,,1.025,-2.45466,2024-12-05T22:35:45.220Z,0.957024,4.46972,2024-12-05T22:30:49.634Z,,2025-08-03T19:09:06.710Z,0.021422663919043974,03-08-2025,UP
ecash,xec,eCash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,2.013e-05,400747715,205,400747715,5525043.0,2.02e-05,1.947e-05,3.38628,3.38628,13252769.0,3.42011,19901076547582.0,19901076547582.0,21000000000000.0,0.00038001,-94.70103,2021-09-04T17:09:31.137Z,1.604e-05,25.54341,2025-04-07T07:05:49.124Z,,2025-08-03T19:09:12.556Z,3.3862818016589102,03-08-2025,UP
venom,venom,Venom,https://coin-images.coingecko.com/coins/images/28660/large/Venom_Icon.png?1696527645,0.186103,389719208,206,1359842922,1476102.0,0.186939,0.181888,2.04684,2.04684,8037468.0,2.1058,2093163643.245816,7303652755.87,8000000000.0,0.782403,-76.18901,2024-03-25T11:36:14.849Z,0.03459851,438.4561,2025-02-03T14:22:17.614Z,,2025-08-03T19:09:08.795Z,2.0468407861822793,03-08-2025,UP
bridged-usdc-polygon-pos-bridge,usdc.e,Bridged USDC (Polygon PoS Bridge),https://coin-images.coingecko.com/coins/images/33000/large/usdc.png?1700119918,0.999603,387394131,207,387394131,10644235.0,0.999802,0.999515,-0.01076,-0.01076,2012384.0,0.52218,387507821.497113,387507821.497113,,1.028,-2.74421,2024-04-14T06:50:14.967Z,0.975633,2.45724,2024-02-28T17:40:28.349Z,,2025-08-03T19:09:12.116Z,-0.010764017030318242,03-08-2025,DOWN
treehouse-eth,teth,Treehouse ETH,https://coin-images.coingecko.com/coins/images/40155/large/tETH_Logo_%28Color__No_Background%29.png?1748368386,4226.81,375458760,208,375458760,2292404.0,4248.33,4087.5,3.0521,3.0521,10494499.0,2.87549,88753.75151906461,88753.75151906461,,4837.52,-12.62452,2024-12-16T19:47:19.031Z,1683.91,151.01225,2025-04-09T01:47:32.152Z,,2025-08-03T19:09:08.038Z,3.052100911760351,03-08-2025,UP
olympus,ohm,Olympus,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,22.63,372662739,211,478562168,325801.0,22.76,22.15,2.17407,2.17407,10147109.0,2.79908,16376217.36631088,21029840.85269012,21029840.85269012,1415.26,-98.39196,2021-04-25T00:00:00.000Z,7.54,201.6845,2022-11-26T16:36:26.296Z,,2025-08-03T19:09:07.104Z,2.1740727494945307,03-08-2025,UP
axie-infinity,axs,Axie Infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,2.24,372447517,209,604053086,16509138.0,2.25,2.13,4.97595,4.97595,18239566.0,5.14939,166476807.9167972,270000000.0,270000000.0,164.9,-98.64265,2021-11-06T19:29:29.482Z,0.123718,1709.14364,2020-11-06T08:05:43.662Z,,2025-08-03T19:09:11.096Z,4.975951999852096,03-08-2025,UP
chiliz,chz,Chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.03801712,371352629,210,371352629,34981317.0,0.03812237,0.03659903,3.87466,3.87466,14876841.0,4.17331,9756331674.0,9756331674.0,,0.878633,-95.66595,2021-03-13T08:04:21.200Z,0.00410887,826.78366,2019-09-28T00:00:00.000Z,"{'times': 0.7280509890844823, 'currency': 'usd', 'percentage': 72.80509890844823}",2025-08-03T19:09:12.059Z,3.87465667879841,03-08-2025,UP
wemix-token,wemix,WEMIX,https://coin-images.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,0.814423,369557166,212,442995033,5472498.0,0.81497,0.687847,18.40167,18.40167,57386438.0,18.38303,453880445.6429949,544074913.8652309,590000000.0,24.71,-96.72129,2021-11-21T17:33:44.178Z,0.128398,531.02865,2021-06-22T12:52:49.089Z,,2025-08-03T19:09:08.772Z,18.401666342109408,03-08-2025,UP
unit-bitcoin,ubtc,Unit Bitcoin,https://coin-images.coingecko.com/coins/images/55066/large/ubtc.jpg?1743580113,114351.0,368040598,213,2401226804132,41998692.0,114383.0,111976.0,1.8438,1.8438,6966472.0,1.92937,3218.70993401,20999999.99993401,21000000.0,122998.0,-7.03015,2025-07-14T07:45:09.365Z,73355.0,55.88731,2025-04-07T06:56:28.361Z,,2025-08-03T19:09:08.731Z,1.843803539162505,03-08-2025,UP
zksync,zk,ZKsync,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,0.050776,367227351,214,1066374443,12380877.0,0.05091,0.04769097,6.469,6.469,22327669.0,6.47367,7231769682.371818,21000000000.0,21000000000.0,0.320983,-84.17377,2024-06-17T07:44:40.385Z,0.03697818,37.37675,2025-06-22T20:21:44.030Z,,2025-08-03T19:09:09.389Z,6.468998691935996,03-08-2025,UP
eigenlayer,eigen,EigenCloud (prev. EigenLayer),https://coin-images.coingecko.com/coins/images/37441/large/eigencloud.jpg?1751003565,1.12,355146856,215,1941159433,41081216.0,1.12,1.042,7.10744,7.10744,24796086.0,7.50599,318216387.9573524,1739305114.501981,,5.65,-80.22885,2024-12-17T03:45:30.422Z,0.668501,66.97464,2025-04-09T01:30:50.669Z,,2025-08-03T19:09:13.216Z,7.107436235205887,03-08-2025,UP
wormhole,w,Wormhole,https://coin-images.coingecko.com/coins/images/35087/large/womrhole_logo_full_color_rgb_2000px_72ppi_fb766ac85a.png?1708688954,0.07516,353317372,216,752084374,20234841.0,0.075853,0.071015,5.83672,5.83672,20345244.0,6.11019,4697842216.0,10000000000.0,10000000000.0,1.66,-95.46358,2024-04-03T11:46:35.308Z,0.051583,45.78692,2025-06-22T20:21:05.616Z,,2025-08-03T19:09:09.182Z,5.836724314534558,03-08-2025,UP
wrapped-hype,whype,Wrapped HYPE,https://coin-images.coingecko.com/coins/images/54469/large/_UP3jBsi_400x400.jpg?1739905920,38.34,352658407,217,352658407,74423702.0,39.14,35.87,6.91113,6.91113,24774094.0,7.55574,9175914.721076064,9175914.721076064,,49.81,-23.01132,2025-07-14T05:02:51.806Z,9.43,306.46871,2025-04-07T07:00:52.802Z,,2025-08-03T19:09:09.379Z,6.911127569393377,03-08-2025,UP
bybit-staked-sol,bbsol,Bybit Staked SOL,https://coin-images.coingecko.com/coins/images/40095/large/400x400.png?1725628094,177.32,352211986,218,352211986,1198282.0,178.55,171.9,3.15214,3.15214,11841970.0,3.47915,1980962.456103523,1980962.456103523,,308.6,-42.51399,2025-01-19T11:17:15.246Z,103.09,72.079,2025-04-07T06:57:27.130Z,,2025-08-03T19:09:11.629Z,3.1521416667863464,03-08-2025,UP
1inch,1inch,1inch,https://coin-images.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,0.251066,350880187,219,377135930,15835209.0,0.251799,0.238147,5.42486,5.42486,18765822.0,5.65041,1395571832.351512,1499999999.997,1499999999.997,8.65,-97.0918,2021-10-27T08:24:54.808Z,0.149574,68.2156,2025-04-07T07:05:53.693Z,,2025-08-03T19:09:10.417Z,5.424860175258123,03-08-2025,UP
beam-2,beam,Beam,https://coin-images.coingecko.com/coins/images/32417/large/cgicon.png?1747892021,0.00679921,349344184,220,398132112,10347068.0,0.00683023,0.0064142,6.00243,6.00243,20755973.0,6.31671,51340524305.0,58510524305.0,58510524305.0,0.04416304,-84.60555,2024-03-10T10:40:22.381Z,0.00429024,58.46805,2025-06-22T20:20:13.273Z,,2025-08-03T19:09:11.200Z,6.0024274171860394,03-08-2025,UP
ronin,ron,Ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,0.502811,348495575,221,502791741,4684142.0,0.503833,0.478481,5.08485,5.08485,16678282.0,5.02635,693121119.9637812,1000000000.0,1000000000.0,4.45,-88.68667,2024-03-26T05:12:38.487Z,0.196601,156.10957,2022-11-21T19:36:31.487Z,,2025-08-03T19:09:07.027Z,5.084845203100451,03-08-2025,UP
ether-fi-staked-btc,ebtc,Ether.fi Staked BTC,https://coin-images.coingecko.com/coins/images/50411/large/eBTC.png?1727664788,114283.0,343673301,222,343673301,20287.0,115548.0,112116.0,1.7443,1.7443,6826676.0,2.02664,3004.20266241,3004.20266241,,122924.0,-7.02869,2025-07-14T07:45:36.107Z,58795.0,94.37805,2024-10-10T18:29:41.489Z,,2025-08-03T19:09:14.255Z,1.7443015133779507,03-08-2025,UP
deep,deep,DeepBook,https://coin-images.coingecko.com/coins/images/50648/large/DEEP_Logo_256x256_px_%282%29.png?1728612340,0.136726,342316356,223,1369265424,26214186.0,0.13781,0.12652,8.06711,8.06711,26430986.0,8.36727,2500000000.0,10000000000.0,10000000000.0,0.341085,-59.91708,2025-01-18T20:22:37.904Z,0.01073218,1173.89487,2024-10-14T13:34:58.507Z,,2025-08-03T19:09:12.312Z,8.067107412625948,03-08-2025,UP
movement,move,Movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,0.128879,341736730,224,1289572568,20143659.0,0.129577,0.123783,4.07816,4.07816,13662793.0,4.16455,2650000000.0,10000000000.0,10000000000.0,1.45,-91.10874,2024-12-10T04:05:51.093Z,0.112218,14.87529,2025-06-22T20:21:22.317Z,,2025-08-03T19:09:05.944Z,4.078157740148668,03-08-2025,UP
axelar,axl,Axelar,https://coin-images.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,0.336589,340700251,225,407658154,10691953.0,0.339089,0.31875,5.59657,5.59657,19230025.0,5.9819,1011965624.461536,1210847476.232096,,2.64,-87.26393,2024-03-01T09:20:05.541Z,0.274681,22.5896,2025-04-07T06:56:16.620Z,,2025-08-03T19:09:11.159Z,5.596566216640266,03-08-2025,UP
wrapped-avax,wavax,Wrapped AVAX,https://coin-images.coingecko.com/coins/images/15075/large/wrapped-avax.png?1696514734,21.42,339080040,226,339080040,8943155.0,21.46,20.69,3.09226,3.09226,14408377.0,4.43783,15827945.32198819,15827945.32198819,,2000.68,-98.92969,2022-12-17T21:19:43.450Z,7.91,170.80556,2022-12-12T20:49:46.006Z,,2025-08-03T19:09:09.725Z,3.0922573045297974,03-08-2025,UP
