id,rank,name,symbol,current_price,price_change_24h,change_symbol,market_cap,volume_24h,ath,image,date,last_updated,number,loser_rank,gainer_rank
superfarm,237,SuperVerse,SUPER,0.694132,5.98396,UP,313735862,8576346.0,4.74,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,03-08-2025,2025-08-03T19:09:07.926Z,237,,
gnosis,238,Gnosis,GNO,118.46,2.66109,UP,312739774,8327882.0,644.2,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,03-08-2025,2025-08-03T19:09:13.244Z,238,,
binance-peg-busd,239,Binance-Peg BUSD,BUSD,0.999188,0.1365,UP,312248887,2354053.0,1.064,https://coin-images.coingecko.com/coins/images/31273/large/new_binance-peg-busd.png?1696530096,03-08-2025,2025-08-03T19:09:11.629Z,239,,
trust-wallet-token,240,Trust Wallet,TWT,0.741027,3.5425,UP,309040530,7580250.0,2.72,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,03-08-2025,2025-08-03T19:09:08.746Z,240,,
reserve-protocol-eth-plus,241,ETHPlus,ETH+,3667.38,3.04378,UP,307001788,350987.0,4194.11,https://coin-images.coingecko.com/coins/images/38061/large/ETH__Logo.png?1716440789,03-08-2025,2025-08-03T19:09:06.743Z,241,,
gho,242,GHO,GHO,0.999116,0.02999,UP,305100774,52853076.0,1.03,https://coin-images.coingecko.com/coins/images/30663/large/gho-token-logo.png?1720517092,03-08-2025,2025-08-03T19:09:13.335Z,242,,
staked-frax-ether,243,Staked Frax Ether,SFRXETH,3935.5,3.11589,UP,300209757,148355.0,7545.09,https://coin-images.coingecko.com/coins/images/28285/large/sfrxETH_icon.png?1696527285,03-08-2025,2025-08-03T19:09:07.332Z,243,,
amp-token,244,Amp,AMP,0.0035567,6.23743,UP,299748484,41863555.0,0.120813,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,03-08-2025,2025-08-03T19:09:10.775Z,244,,
turbo,245,Turbo,TURBO,0.00433872,5.52182,UP,299448961,26276602.0,0.01431669,https://coin-images.coingecko.com/coins/images/30117/large/TurboMark-QL_200.png?1708079597,03-08-2025,2025-08-03T19:09:08.663Z,245,,
frax,246,Legacy Frax Dollar,FRAX,0.997577,0.04258,UP,298001169,18022204.0,1.14,https://coin-images.coingecko.com/coins/images/13422/large/LFRAX.png?1751911193,03-08-2025,2025-08-03T19:09:12.757Z,246,,
dog-go-to-the-moon-rune,247,Dog (Bitcoin),DOG,0.00296079,4.44965,UP,296031134,8458505.0,0.0099237,https://coin-images.coingecko.com/coins/images/37352/large/DOGGOTOTHEMOON.png?1714096969,03-08-2025,2025-08-03T19:09:12.419Z,247,,
creditcoin-2,248,Creditcoin,CTC,0.641404,5.03709,UP,294762110,6102520.0,8.67,https://coin-images.coingecko.com/coins/images/10569/large/Creditcoin_Symbol_dark56.png?1737796066,03-08-2025,2025-08-03T19:09:12.098Z,248,,
matic-network,249,Polygon,MATIC,0.201264,5.24376,UP,289819968,693007.0,2.92,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,03-08-2025,2025-08-03T19:09:05.738Z,249,,
popcat,250,Popcat,POPCAT,0.294634,5.29006,UP,289068884,24595269.0,2.05,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,03-08-2025,2025-08-03T19:09:11.360Z,250,,
