name,symbol,current_price,price_change_24h,change_symbol,market_cap,ath,id,image,date,last_updated,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,price_change_percentage_24h_in_currency
Core,core,0.476176,1.00957,UP,479433958,6.14,coredaoorg,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,03-08-2025,2025-08-03T14:09:02.510Z,174,999771031,15116614.0,0.477378,0.453582,1.00957,4773993.0,1.00577,1007041893.685661,2100000000.0,2100000000.0,-92.24928,2023-02-08T12:55:39.828Z,0.334237,42.46635,2023-11-03T01:20:55.441Z,,1.0095656835826023
Rekt,rekt,1.12e-06,6.59485,UP,471057616,1.19e-06,rekt-4,https://coin-images.coingecko.com/coins/images/51727/large/rektcion_trans_200px.png?1731910587,03-08-2025,2025-08-03T14:09:05.757Z,175,471057616,8683630.0,1.15e-06,1e-06,6.59485,29198091.0,6.608,420690000000000.0,420690000000000.0,420690000000000.0,-5.75837,2025-07-27T12:14:32.656Z,3.1106e-08,3511.00852,2025-03-13T18:02:06.181Z,,6.594850076080122
APENFT,nft,4.72034e-07,-0.12106,DOWN,467368811,7.53e-06,apenft,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,03-08-2025,2025-08-03T14:09:00.806Z,176,472034598,9865099.0,4.72696e-07,4.7059e-07,-0.12106,-563952.4103187323,-0.12052,990105682877398.0,999990000000000.0,999990000000000.0,-93.73155,2021-09-05T00:10:47.823Z,2.98737e-07,58.00423,2023-06-10T04:30:05.717Z,,-0.12106121303033777
Mog Coin,mog,1.19e-06,-0.9567,DOWN,464525822,4.02e-06,mog-coin,https://coin-images.coingecko.com/coins/images/31059/large/MOG_LOGO_200x200.png?1696529893,03-08-2025,2025-08-03T14:09:08.632Z,177,464525822,28686401.0,1.21e-06,1.11e-06,-0.9567,-6821309.92915982,-1.44719,390567524379062.56,390567524379062.56,420690000000000.0,-70.3507,2024-12-07T03:55:46.658Z,4.526e-09,26209.45969,2023-07-24T17:10:57.805Z,,-0.9567042259982786
Swell Ethereum,sweth,3822.18,-0.6642,DOWN,463718889,4395.57,sweth,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,03-08-2025,2025-08-03T14:09:06.726Z,178,463731818,99061.0,3847.74,3694.94,-0.6642,-2946243.363767922,-0.63134,121323.095741077,121326.478319651,,-12.85685,2024-12-16T18:45:57.408Z,1516.13,152.64657,2025-04-09T01:31:40.463Z,,-0.66420284871707
Savings Dai,sdai,1.16,0.02662,UP,449593845,1.27,savings-dai,https://coin-images.coingecko.com/coins/images/32254/large/sdai.png?1697015278,03-08-2025,2025-08-03T14:09:05.840Z,179,449593845,26602584.0,1.16,1.16,0.02662,5680627.0,1.27967,386521796.9784892,386521796.9784892,,-8.75646,2025-01-29T17:37:21.606Z,0.186576,523.43173,2023-11-10T20:10:32.383Z,,0.02661722990811103
THORChain,rune,1.28,0.28284,UP,448814534,20.87,thorchain,https://coin-images.coingecko.com/coins/images/6595/large/Rune200x200.png?1696506946,03-08-2025,2025-08-03T14:09:07.212Z,180,543398792,72765877.0,1.28,1.23,0.28284,1654098.0,0.36991,351406993.0,425463313.0,500000000.0,-93.87941,2021-05-19T00:30:09.436Z,0.00851264,14903.78159,2019-09-28T00:00:00.000Z,"{'times': 32.6277861186954, 'currency': 'usd', 'percentage': 3262.7786118695394}",0.2828387537680304
Starknet,strk,0.115499,1.54829,UP,443057221,4.41,starknet,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,03-08-2025,2025-08-03T14:09:06.653Z,181,1155092903,24646301.0,0.115977,0.108641,1.54829,6754461.0,1.54811,3835684730.348971,10000000000.0,10000000000.0,-97.38274,2024-02-20T12:05:13.556Z,0.097027,19.05583,2025-06-22T20:21:37.039Z,,1.5482923632045038
Reserve Rights,rsr,0.00751887,2.95038,UP,443015485,0.117424,reserve-rights-token,https://coin-images.coingecko.com/coins/images/8365/large/RSR_Blue_Circle_1000.png?1721777856,03-08-2025,2025-08-03T14:09:05.880Z,182,752360568,22550232.0,0.00761384,0.00702302,2.95038,12855917.0,2.98864,58883400352.0,100000000000.0,100000000000.0,-93.58946,2021-04-16T17:45:02.062Z,0.00121354,520.2903,2020-03-16T11:09:08.151Z,"{'times': 5.835336099337648, 'currency': 'usd', 'percentage': 583.5336099337649}",2.9503805372076592
Superstate Short Duration U.S. Government Securities Fund (USTB),ustb,10.77,0.0,DOWN,442554513,10.77,superstate-short-duration-us-government-securities-fund-ustb,https://coin-images.coingecko.com/coins/images/35012/large/ustb.jpeg?1707102680,03-08-2025,2025-08-03T14:05:10.346Z,183,442554513,0.0,10.77,10.77,0.0,-2002814.7812580466,-0.45052,41096392.196897,41096392.196897,,0.0,2025-08-01T13:20:04.609Z,10.29,4.64436,2025-02-26T09:55:09.261Z,,0.0
ApeCoin,ape,0.55112,0.08792,UP,440655314,26.7,apecoin,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,03-08-2025,2025-08-03T14:09:00.799Z,184,551194305,28215470.0,0.558885,0.528574,0.08792,431688.0,0.09806,799455492.0,1000000000.0,1000000000.0,-97.93561,2022-04-28T21:44:21.164Z,0.354833,55.31995,2025-04-07T06:55:35.578Z,,0.0879249492004486
Mantle Bridged USDT (Mantle),usdt,0.999001,-0.02697,DOWN,427425522,1.26,mantle-bridged-usdt-mantle,https://coin-images.coingecko.com/coins/images/35069/large/logo.png?1707291114,03-08-2025,2025-08-03T14:09:08.337Z,185,427425522,3591907.0,1.004,0.995533,-0.02697,10047081.0,2.40719,428309948.786201,428309948.786201,,-21.0623,2024-03-27T05:23:28.006Z,0.869914,14.78618,2024-03-15T09:13:18.491Z,,-0.02696658687404133
Zebec Network,zbcn,0.00493633,1.66374,UP,424168877,0.00700261,zebec-network,https://coin-images.coingecko.com/coins/images/37052/large/zbcn.jpeg?1713168241,03-08-2025,2025-08-03T14:09:08.069Z,186,491459987,23854851.0,0.00501504,0.00463047,1.66374,-23440.67381745577,-0.00553,86306925195.57034,99998851024.69092,100000000000.0,-29.95188,2025-05-30T03:20:44.650Z,0.00069854,602.20688,2024-08-05T13:31:51.088Z,,1.6637425660368164
Tokenize Xchange,tkx,5.3,1.04323,UP,424031677,50.43,tokenize-xchange,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,03-08-2025,2025-08-03T14:09:06.936Z,187,530066114,483857.0,5.38,5.14,1.04323,6031232.0,1.44288,79995997.76037452,100000000.0,100000000.0,-89.7349,2025-01-03T19:12:43.038Z,0.111255,4553.13396,2019-04-28T00:00:00.000Z,"{'times': 17.246682071850877, 'currency': 'usd', 'percentage': 1724.6682071850878}",1.0432297266569068
Keeta,kta,1.039,5.41693,UP,422470476,1.68,keeta,https://coin-images.coingecko.com/coins/images/54723/large/2025-03-05_22.53.06.jpg?1741234207,03-08-2025,2025-08-03T14:09:06.243Z,188,1040355301,10382324.0,1.055,0.904539,5.41693,21876368.0,5.46098,406082879.1212256,1000000000.0,1000000000.0,-37.39398,2025-06-09T08:25:28.951Z,0.0068199,15338.17668,2025-03-08T15:56:27.362Z,,5.416925883470683
Kava,kava,0.389716,2.66765,UP,421990183,9.12,kava,https://coin-images.coingecko.com/coins/images/9761/large/kava.png?1696509822,03-08-2025,2025-08-03T14:09:06.336Z,189,421990183,9474308.0,0.39226,0.378138,2.66765,10138765.0,2.46175,1082853140.0,1082853140.0,,-95.72741,2021-08-30T11:10:02.948Z,0.247359,57.53208,2024-08-05T06:27:34.050Z,,2.6676520915309956
Compound,comp,44.88,1.41107,UP,421525508,910.54,compound-governance-token,https://coin-images.coingecko.com/coins/images/10775/large/COMP.png?1696510737,03-08-2025,2025-08-03T14:09:01.976Z,190,448607595,44109470.0,44.93,43.28,1.41107,5679925.0,1.36587,9396307.897149762,10000000.0,10000000.0,-95.07505,2021-05-12T02:29:08.794Z,25.74,74.21601,2023-06-10T16:15:05.289Z,,1.411070119567726
Arweave,ar,6.4,1.49348,UP,418574295,89.24,arweave,https://coin-images.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1696504946,03-08-2025,2025-08-03T14:09:00.829Z,191,418574295,21867305.0,6.44,6.08,1.49348,6122389.0,1.48439,65454185.5381511,65454185.5381511,66000000.0,-92.83439,2021-11-05T04:14:42.689Z,0.298788,2040.06263,2020-01-31T06:47:36.543Z,"{'times': 7.642251176194963, 'currency': 'usd', 'percentage': 764.2251176194964}",1.4934804952551537
Ether.fi,ethfi,0.993566,4.77112,UP,417707185,8.53,ether-fi,https://coin-images.coingecko.com/coins/images/35958/large/etherfi.jpeg?1710254562,03-08-2025,2025-08-03T14:09:02.737Z,192,992386093,85013920.0,1.008,0.907632,4.77112,17763625.0,4.44153,420911970.0,1000000000.0,1000000000.0,-88.32377,2024-03-27T23:14:46.721Z,0.40432,146.30359,2025-04-07T06:55:38.982Z,,4.771123960971712
Frax Ether,frxeth,3472.32,-0.75934,DOWN,416035455,4084.25,frax-ether,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,03-08-2025,2025-08-03T14:09:02.846Z,193,416035455,1447799.0,3499.56,3380.39,-0.75934,-3291623.5448795557,-0.78498,119803.47605957,119803.47605957,,-14.98623,2024-12-06T20:43:31.342Z,1137.25,205.31381,2022-11-23T02:25:33.267Z,,-0.7593352954058661
Trip,trip,14.02,0.77217,UP,413698220,14.29,trip,https://coin-images.coingecko.com/coins/images/54717/large/IMG-20250120-184423-846.png?1741186152,03-08-2025,2025-08-03T14:09:07.132Z,194,1374319511,22230.0,14.14,13.62,0.77217,3168650.0,0.77184,29500000.0,98000000.0,100000000.0,-1.87328,2025-07-29T06:06:21.785Z,4.92,184.88137,2025-04-24T12:51:52.997Z,,0.7721657585734033
dYdX,dydx,0.54523,1.23346,UP,413154620,4.52,dydx-chain,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,03-08-2025,2025-08-03T14:09:02.821Z,195,522532409,10755977.0,0.546916,0.522506,1.23346,5193393.0,1.27301,757740052.0051343,958342751.0,1000000000.0,-87.93644,2024-03-07T22:19:11.131Z,0.418236,30.3355,2025-06-22T20:22:23.718Z,,1.2334641894831122
Circle USYC,usyc,1.095,0.0,DOWN,411044918,1.12,hashnote-usyc,https://coin-images.coingecko.com/coins/images/51054/large/Hashnote_SDYC_200x200.png?1730370965,03-08-2025,2025-08-01T19:10:58.390Z,196,411044918,2.19,,,,,,375525781.512949,375525781.512949,,-1.99101,2025-03-04T19:26:50.778Z,1.026,6.67402,2024-12-05T22:31:20.475Z,,
NEO,neo,5.82,1.38554,UP,410560636,198.38,neo,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,03-08-2025,2025-08-03T14:09:08.934Z,197,582107807,18083400.0,5.84,5.56,1.38554,5211738.0,1.28574,70530000.0,100000000.0,,-97.06584,2018-01-15T00:00:00.000Z,0.078349,7329.32514,2016-10-21T00:00:00.000Z,"{'times': 160.61962900845415, 'currency': 'usd', 'percentage': 16061.962900845416}",1.3855363903893172
DeXe,dexe,7.1,1.01923,UP,406013274,32.38,dexe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,03-08-2025,2025-08-03T14:09:02.653Z,198,686156889,4437500.0,7.11,6.81,1.01923,4730118.0,1.17875,57103774.56313077,96504599.33609451,,-78.03957,2021-03-08T13:29:57.935Z,0.671563,958.87195,2020-11-06T19:31:40.144Z,,1.0192312840339122
MultiversX,egld,14.21,2.00723,UP,404828532,545.64,elrond-erd-2,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,03-08-2025,2025-08-03T14:09:02.648Z,199,404828532,13085521.0,14.26,13.47,2.00723,7904424.0,1.99142,28499641.0,28499641.0,31415926.0,-97.39853,2021-11-23T10:33:26.737Z,6.51,118.15539,2020-10-07T01:44:53.554Z,,2.0072309393252192
Sun Token,sun,0.02109584,-2.58816,DOWN,404004925,66.45,sun-token,https://coin-images.coingecko.com/coins/images/12424/large/RSFOmQ.png?1696512245,03-08-2025,2025-08-03T14:09:06.928Z,200,419740966,26374880.0,0.02168536,0.02077224,-2.58816,-11467141.661454558,-2.76003,19154653906.86329,19900730000.0,,-99.96829,2020-09-11T03:18:35.837Z,0.00462303,355.83424,2022-11-14T04:45:13.210Z,,-2.5881558481443783
USDB,usdb,0.994228,-0.51578,DOWN,403943475,1.088,usdb,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,03-08-2025,2025-08-03T14:09:07.674Z,202,403943475,846762.0,1.015,0.988546,-0.51578,-2386393.755389869,-0.5873,406046631.5607005,406046631.5607005,,-8.35717,2025-03-02T16:57:39.891Z,0.882623,12.97341,2025-04-07T06:57:31.689Z,,-0.5157786715565552
Polygon PoS Bridged WETH (Polygon POS),weth,3485.88,-0.62168,DOWN,403199754,4090.99,polygon-pos-bridged-weth-polygon-pos,https://coin-images.coingecko.com/coins/images/39708/large/WETH.PNG?1723730343,03-08-2025,2025-08-03T14:09:05.845Z,201,403199754,14884568.0,3509.3,3372.08,-0.62168,-3279394.91085279,-0.80678,115653.6149126084,115653.6149126084,,-14.67448,2024-12-16T18:57:35.001Z,1390.73,150.99465,2025-04-09T01:31:27.335Z,,-0.6216801224844524
Polygon PoS Bridged DAI (Polygon POS),dai,0.999639,-0.01224,DOWN,402337400,1.025,polygon-pos-bridged-dai-polygon-pos,https://coin-images.coingecko.com/coins/images/39787/large/dai.png?1724110678,03-08-2025,2025-08-03T14:09:05.396Z,203,402337400,20385922.0,1.0,0.999379,-0.01224,1166637.0,0.29081,402456366.1605883,402456366.1605883,,-2.45629,2024-12-05T22:35:45.220Z,0.957024,4.46797,2024-12-05T22:30:49.634Z,,-0.012244941115396034
eCash,xec,2.007e-05,0.21706,UP,399305815,0.00038001,ecash,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,03-08-2025,2025-08-03T14:09:06.831Z,204,399305815,6464166.0,2.02e-05,1.947e-05,0.21706,740644.0,0.18583,19900998422582.0,19900998422582.0,21000000000000.0,-94.71872,2021-09-04T17:09:31.137Z,1.604e-05,25.12415,2025-04-07T07:05:49.124Z,,0.21705604886479102
AIOZ Network,aioz,0.335902,0.82865,UP,398592837,2.65,aioz-network,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,03-08-2025,2025-08-03T14:09:00.517Z,205,400906641,10063752.0,0.336658,0.313637,0.82865,3362176.0,0.85069,1186879247.938094,1193769000.745995,,-87.32699,2021-04-03T11:55:34.211Z,0.01099588,2955.22678,2023-09-13T19:20:42.446Z,,0.8286536695885952
Bridged USDC (Polygon PoS Bridge),usdc.e,0.999685,0.00712,UP,386484037,1.028,bridged-usdc-polygon-pos-bridge,https://coin-images.coingecko.com/coins/images/33000/large/usdc.png?1700119918,03-08-2025,2025-08-03T14:09:01.713Z,207,386484037,16879737.0,0.999802,0.999515,0.00712,90381.0,0.02339,386633832.503709,386633832.503709,,-2.7346,2024-04-14T06:50:14.967Z,0.975633,2.46736,2024-02-28T17:40:28.349Z,,0.007118534706671431
Venom,venom,0.184034,0.98834,UP,385731650,0.782403,venom,https://coin-images.coingecko.com/coins/images/28660/large/Venom_Icon.png?1696527645,03-08-2025,2025-08-03T14:09:07.425Z,206,1345950139,1405477.0,0.186473,0.181876,0.98834,4501406.0,1.18076,2093120190.222602,7303614865.42,8000000000.0,-76.47832,2024-03-25T11:36:14.849Z,0.03459851,431.91364,2025-02-03T14:22:17.614Z,,0.9883403012114681
Treehouse ETH,teth,4225.58,-0.59108,DOWN,375030263,4837.52,treehouse-eth,https://coin-images.coingecko.com/coins/images/40155/large/tETH_Logo_%28Color__No_Background%29.png?1748368386,03-08-2025,2025-08-03T14:09:07.390Z,208,375029552,1973742.0,4250.71,4087.5,-0.59108,-4019857.3146713376,-1.06051,88754.99632988403,88754.82799544938,,-12.54316,2024-12-16T19:47:19.031Z,1683.91,151.246,2025-04-09T01:47:32.152Z,,-0.5910782960513123
Axie Infinity,axs,2.23,1.15123,UP,371886983,164.9,axie-infinity,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,03-08-2025,2025-08-03T14:09:01.249Z,209,603149917,21266512.0,2.25,2.13,1.15123,4245713.0,1.15485,166475170.5942069,270000000.0,270000000.0,-98.64529,2021-11-06T19:29:29.482Z,0.123718,1705.62328,2020-11-06T08:05:43.662Z,,1.1512293280126726
Chiliz,chz,0.03802249,1.3333,UP,370946366,0.878633,chiliz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,03-08-2025,2025-08-03T14:09:02.066Z,210,370946366,41116090.0,0.03812237,0.03648025,1.3333,4831401.0,1.31964,9756014050.0,9756014050.0,,-95.67007,2021-03-13T08:04:21.200Z,0.00410887,825.90274,2019-09-28T00:00:00.000Z,"{'times': 0.7282950478879527, 'currency': 'usd', 'percentage': 72.82950478879528}",1.3332968803791945
Olympus,ohm,22.58,1.26082,UP,369850139,1415.26,olympus,https://coin-images.coingecko.com/coins/images/14483/large/token_OHM_%281%29.png?1696514169,03-08-2025,2025-08-03T14:09:09.065Z,211,474950313,416912.0,22.68,22.1,1.26082,4785159.0,1.31077,16376217.36631088,21029840.85269012,21029840.85269012,-98.40403,2021-04-25T00:00:00.000Z,7.54,199.42065,2022-11-26T16:36:26.296Z,,1.2608194318398334
Unit Bitcoin,ubtc,114005.0,0.47913,UP,366684239,122998.0,unit-bitcoin,https://coin-images.coingecko.com/coins/images/55066/large/ubtc.jpg?1743580113,03-08-2025,2025-08-03T14:09:07.335Z,212,2392377434598,51650571.0,114149.0,111976.0,0.47913,1476118.0,0.40419,3218.70993401,20999999.99993401,21000000.0,-7.32857,2025-07-14T07:45:09.365Z,73355.0,55.38695,2025-04-07T06:56:28.361Z,,0.4791258034595199
ZKsync,zk,0.050323,0.79074,UP,363955792,0.320983,zksync,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,03-08-2025,2025-08-03T14:09:08.587Z,213,1056874317,16180252.0,0.05091,0.04753212,0.79074,2868767.0,0.79448,7231769682.371818,21000000000.0,21000000000.0,-84.34237,2024-06-17T07:44:40.385Z,0.03697818,35.91328,2025-06-22T20:21:44.030Z,,0.7907425123531117
EigenCloud (prev. EigenLayer),eigen,1.12,2.86249,UP,355391571,5.65,eigenlayer,https://coin-images.coingecko.com/coins/images/37441/large/eigencloud.jpg?1751003565,03-08-2025,2025-08-03T14:09:02.784Z,214,1942496994,50715648.0,1.12,1.036,2.86249,9527695.0,2.75475,318216387.9573524,1739305114.501981,,-80.18525,2024-12-17T03:45:30.422Z,0.668501,67.34291,2025-04-09T01:30:50.669Z,,2.862488320683898
Wormhole,w,0.075209,1.7898,UP,353273986,1.66,wormhole,https://coin-images.coingecko.com/coins/images/35087/large/womrhole_logo_full_color_rgb_2000px_72ppi_fb766ac85a.png?1708688954,03-08-2025,2025-08-03T14:09:08.821Z,215,751992021,20945961.0,0.075853,0.070742,1.7898,6427775.0,1.85321,4697842216.0,10000000000.0,10000000000.0,-95.46024,2024-04-03T11:46:35.308Z,0.051583,45.89408,2025-06-22T20:21:05.616Z,,1.7897980768773283
Bybit Staked SOL,bbsol,177.12,-1.87965,DOWN,350872316,308.6,bybit-staked-sol,https://coin-images.coingecko.com/coins/images/40095/large/400x400.png?1725628094,03-08-2025,2025-08-03T14:09:01.424Z,217,350872316,1082680.0,180.51,171.54,-1.87965,-6568448.028494716,-1.83763,1981028.949521277,1981028.949521277,,-42.65554,2025-01-19T11:17:15.246Z,103.09,71.65527,2025-04-07T06:57:27.130Z,,-1.879652538502477
WEMIX,wemix,0.768533,-0.11448,DOWN,349993439,24.71,wemix-token,https://coin-images.coingecko.com/coins/images/12998/large/wemixcoin_color_200.png?1696512788,03-08-2025,2025-08-03T14:09:07.578Z,216,419545819,6103473.0,0.784747,0.687847,-0.11448,1030217.0,0.29522,453871445.6429949,544066963.3652309,590000000.0,-96.87093,2021-11-21T17:33:44.178Z,0.128398,502.22829,2021-06-22T12:52:49.089Z,,-0.11448359469136578
Beam,beam,0.00679804,0.83367,UP,349076473,0.04416304,beam-2,https://coin-images.coingecko.com/coins/images/32417/large/cgicon.png?1747892021,03-08-2025,2025-08-03T14:09:01.399Z,218,397827013,11331769.0,0.00683023,0.00639751,0.83367,1938653.0,0.55847,51340524305.0,58510524305.0,58510524305.0,-84.59527,2024-03-10T10:40:22.381Z,0.00429024,58.57391,2025-06-22T20:20:13.273Z,,0.8336665584241728
1inch,1inch,0.249636,2.20425,UP,348410788,8.65,1inch,https://coin-images.coingecko.com/coins/images/13469/large/1inch-token.png?1696513230,03-08-2025,2025-08-03T14:09:00.472Z,219,374481750,22421372.0,0.25056,0.234033,2.20425,7202231.0,2.1108,1395571832.351512,1499999999.997,1499999999.997,-97.11372,2021-10-27T08:24:54.808Z,0.149574,66.94807,2025-04-07T07:05:53.693Z,,2.2042508816403568
Ronin,ron,0.500653,1.37682,UP,346756121,4.45,ronin,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,03-08-2025,2025-08-03T14:09:06.394Z,220,500282145,5202845.0,0.501398,0.478455,1.37682,4535433.0,1.32529,693121119.9637812,1000000000.0,1000000000.0,-88.75847,2024-03-26T05:12:38.487Z,0.196601,154.48428,2022-11-21T19:36:31.487Z,,1.3768180478625154
Wrapped HYPE,whype,38.1,0.1542,UP,346582681,49.81,wrapped-hype,https://coin-images.coingecko.com/coins/images/54469/large/_UP3jBsi_400x400.jpg?1739905920,03-08-2025,2025-08-03T14:09:08.123Z,221,346582681,88342446.0,39.14,35.69,0.1542,-1387560.2635096312,-0.39876,9098751.660106402,9098751.660106402,,-23.60488,2025-07-14T05:02:51.806Z,9.43,303.33491,2025-04-07T07:00:52.802Z,,0.15419520144367405
Ether.fi Staked BTC,ebtc,114023.0,0.51694,UP,342446370,122924.0,ether-fi-staked-btc,https://coin-images.coingecko.com/coins/images/50411/large/eBTC.png?1727664788,03-08-2025,2025-08-03T14:09:02.593Z,222,342446370,39660.0,115548.0,110921.0,0.51694,1362805.0,0.39955,3004.26317997,3004.26317997,,-7.11401,2025-07-14T07:45:36.107Z,58795.0,94.19968,2024-10-10T18:29:41.489Z,,0.5169446439645918
Movement,move,0.128679,0.40147,UP,341006684,1.45,movement,https://coin-images.coingecko.com/coins/images/39345/large/movement-testnet-token.png?1721878759,03-08-2025,2025-08-03T14:09:08.891Z,223,1286817677,18391656.0,0.129577,0.123705,0.40147,845409.0,0.24853,2650000000.0,10000000000.0,10000000000.0,-91.11742,2024-12-10T04:05:51.093Z,0.112218,14.76313,2025-06-22T20:21:22.317Z,,0.40147498105502405
Axelar,axl,0.336936,1.75717,UP,340869692,2.64,axelar,https://coin-images.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,03-08-2025,2025-08-03T14:09:01.067Z,224,407863313,12365752.0,0.339089,0.317581,1.75717,5884105.0,1.75652,1011941311.018702,1210825560.507634,,-87.25615,2024-03-01T09:20:05.541Z,0.274681,22.66448,2025-04-07T06:56:16.620Z,,1.7571738340603615
DeepBook,deep,0.136205,3.81186,UP,340512663,0.341085,deep,https://coin-images.coingecko.com/coins/images/50648/large/DEEP_Logo_256x256_px_%282%29.png?1728612340,03-08-2025,2025-08-03T14:09:02.170Z,225,1362050653,33859562.0,0.13781,0.126341,3.81186,13284507.0,4.05971,2500000000.0,10000000000.0,10000000000.0,-60.01404,2025-01-18T20:22:37.904Z,0.01073218,1170.81333,2024-10-14T13:34:58.507Z,,3.8118606209401724
Wrapped AVAX,wavax,21.41,-0.94573,DOWN,336697352,2000.68,wrapped-avax,https://coin-images.coingecko.com/coins/images/15075/large/wrapped-avax.png?1696514734,03-08-2025,2025-08-03T14:09:08.412Z,226,336697352,42379031.0,21.62,20.69,-0.94573,1341429.0,0.4,15719854.99506403,15719854.99506403,,-98.93089,2022-12-17T21:19:43.450Z,7.91,170.49999,2022-12-12T20:49:46.006Z,,-0.9457250321512572
BENQI Liquid Staked AVAX,savax,26.08,-0.70329,DOWN,334649252,103.55,benqi-liquid-staked-avax,https://coin-images.coingecko.com/coins/images/23657/large/savax_blue.png?1696522860,03-08-2025,2025-08-03T14:09:07.803Z,228,334649252,11567962.0,26.28,25.18,-0.70329,-1908527.023849368,-0.56707,12835034.95841351,12835034.95841351,,-74.81982,2022-04-02T13:44:54.612Z,9.25,181.9249,2023-09-14T12:26:14.318Z,,-0.7032943359344529
Convex Finance,cvx,4.08,5.42194,UP,334413515,60.09,convex-finance,https://coin-images.coingecko.com/coins/images/15585/large/convex.png?1696515221,03-08-2025,2025-08-03T14:09:03.287Z,227,407515117,35693238.0,4.1,3.72,5.42194,16566373.0,5.21206,81990703.72425415,99913579.08996254,100000000.0,-93.20521,2022-01-01T18:04:03.030Z,1.44,183.63564,2024-11-04T21:57:46.524Z,,5.421935418753191
Polygon Bridged WBTC (Polygon POS),wbtc,113854.0,0.44371,UP,332850508,122558.0,polygon-bridged-wbtc-polygon-pos,https://coin-images.coingecko.com/coins/images/39530/large/wbtc.png?1722809402,03-08-2025,2025-08-03T14:09:05.664Z,229,332850508,5526566.0,114135.0,112097.0,0.44371,1574060.0,0.47515,2922.68023613,2922.68023613,,-7.09923,2025-07-14T07:46:07.419Z,49937.0,128.00041,2024-08-05T13:19:56.346Z,,0.4437069784620438
EOS,eos,0.497065,1.00204,UP,332732369,22.71,eos,https://coin-images.coingecko.com/coins/images/738/large/CG_EOS_Icon.png?1731705232,03-08-2025,2025-08-03T14:09:02.826Z,230,1044233571,419927.0,0.497874,0.479021,1.00204,2955453.0,0.8962,669139543.6997,2100000000.0,2100000000.0,-97.81568,2018-04-29T07:50:33.540Z,0.402746,23.17618,2024-11-04T21:55:59.771Z,"{'times': -0.49791452483360504, 'currency': 'usd', 'percentage': -49.79145248336051}",1.0020415593032528
Qubic,qubic,2.7e-06,2.81483,UP,329297815,1.256e-05,qubic-network,https://coin-images.coingecko.com/coins/images/32949/large/qubic-logo-new.png?1753939209,03-08-2025,2025-08-03T14:09:05.489Z,231,412631028,9495934.0,2.7e-06,2.4e-06,2.81483,7915931.0,2.46309,122150923466315.0,153062846795308.0,200000000000000.0,-78.60612,2024-03-02T12:28:41.540Z,7.03229e-07,282.15449,2025-03-10T17:12:02.634Z,,2.8148294335780295
Global Dollar,usdg,0.999767,0.01389,UP,326863477,1.65,global-dollar,https://coin-images.coingecko.com/coins/images/51281/large/GDN_USDG_Token_200x200.png?1730484111,03-08-2025,2025-08-03T14:09:02.960Z,232,326863477,9448098.0,0.999919,0.999404,0.01389,81378.0,0.0249,326939499.533064,326939499.533064,,-39.57668,2025-01-30T00:11:05.728Z,0.907561,10.15382,2024-11-11T23:55:50.604Z,,0.013893717011271886
Terra Luna Classic,lunc,5.821e-05,0.71171,UP,325914964,119.18,terra-luna,https://coin-images.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1696508486,03-08-2025,2025-08-03T14:09:06.982Z,233,377619067,16210260.0,5.845e-05,5.568e-05,0.71171,1665032.0,0.5135,5603837143074.634,6492842290522.101,,-99.99995,2022-04-05T12:24:58.854Z,9.99967e-07,5708.0786,2022-05-13T02:34:40.340Z,,0.7117078230430384
